date_production,site,ligne_production,type_piece,ordre_fabrication,quantite_produite,quantite_conforme,quantite_non_conforme,temps_cycle_min,delai_prevu_jours,delai_reel_jours,statut_livraison,type_anomalie,gravite_anomalie,cout_non_qualite,operateur_equipe,shift,taux_disponibilite_machine,temperature_machine,vibration_machine,taux_conformite,taux_non_conformite,retard_livraison,mois_production,annee_mois,productivite_par_heure,ecart_delai_jours,presence_anomalie,anomalie_critique,anomalie_stats_temps_cycle_min,anomalie_stats_cout_non_qualite,anomalie_stats_temperature_machine,anomalie_stats_vibration_machine
2024-12-22,Casablanca,Ligne Composite,Panneau fuselage,OF-2025-011709,57,54,3,57.52,5,5,À l'heure,Non-conformité matière,Mineure,1312.42,Équipe Alpha,Nuit,0.955,65.64,3.03,0.9473684210526315,0.05263157894736842,False,2024-12,2024-12-01,56.328233657858135,0,True,False,False,False,False,False
2024-12-22,Rochefort,Ligne A350,Porte avion,OF-2025-002261,67,56,11,80.37,6,6,À l'heure,Contrôle qualité bloquant,Critique,6476.69,Équipe Delta,Nuit,0.9103,68.31,3.06,0.835820895522388,0.16417910447761194,False,2024-12,2024-12-01,41.80664427025009,0,True,True,False,True,False,False
2024-12-22,Casablanca,Ligne A350,Plancher cabine,OF-2024-006856,60,52,8,48.05,3,3,À l'heure,Contrôle qualité bloquant,Majeure,2822.6,Équipe Alpha,Matin,0.8954,66.16,2.88,0.8666666666666667,0.13333333333333333,False,2024-12,2024-12-01,64.93236212278876,0,True,False,False,False,False,False
2024-12-23,Casablanca,Ligne A350,Porte avion,OF-2025-004089,54,49,5,71.86,8,12,En retard,Défaut dimensionnel,Mineure,1685.68,Équipe Charlie,Après-midi,0.8835,66.4,2.49,0.9074074074074074,0.09259259259259259,True,2024-12,2024-12-01,40.91288616754801,4,True,False,False,False,False,False
2024-12-23,Casablanca,Ligne A330,Cadre structure,OF-2024-009434,60,57,3,43.11,9,9,À l'heure,Défaut dimensionnel,Mineure,1076.37,Équipe Delta,Matin,0.9513,65.3,1.87,0.95,0.05,False,2024-12,2024-12-01,79.33194154488517,0,True,False,False,False,False,False
2024-12-23,Montoir-de-Bretagne,Ligne A330,Porte avion,OF-2024-002950,75,71,4,53.91,5,9,En retard,Contrôle qualité bloquant,Majeure,1968.43,Équipe Delta,Après-midi,0.8897,64.18,2.19,0.9466666666666667,0.05333333333333334,True,2024-12,2024-12-01,79.02058987200891,4,True,False,False,False,False,False
2024-12-23,Casablanca,Ligne Assemblage Cabine,Panneau fuselage,OF-2024-000134,64,62,2,74.09,3,7,En retard,Défaut assemblage,Majeure,1065.92,Équipe Charlie,Après-midi,0.8703,70.11,2.3,0.96875,0.03125,True,2024-12,2024-12-01,50.2092050209205,4,True,False,False,False,False,False
2024-12-23,Rochefort,Ligne Composite,Sous-ensemble composite,OF-2024-008960,63,53,10,60.55,11,11,À l'heure,Contrôle qualité bloquant,Critique,5149.98,Équipe Charlie,Après-midi,0.985,74.16,2.63,0.8412698412698413,0.15873015873015872,False,2024-12,2024-12-01,52.51857968620975,0,True,True,False,True,False,False
2024-12-23,Montoir-de-Bretagne,Ligne Composite,Sous-ensemble composite,OF-2024-011046,54,46,8,64.61,5,7,En retard,Écart documentaire,Mineure,2426.17,Équipe Bravo,Matin,0.9747,64.76,2.6,0.8518518518518519,0.14814814814814814,True,2024-12,2024-12-01,42.71784553474694,2,True,False,False,False,False,False
2024-12-23,Casablanca,Ligne A320,Porte avion,OF-2025-006587,70,64,6,65.27,9,13,En retard,Défaut assemblage,Majeure,2431.73,Équipe Alpha,Matin,0.9025,66.27,2.6,0.9142857142857143,0.08571428571428572,True,2024-12,2024-12-01,58.832541749655284,4,True,False,False,False,False,False
2024-12-23,Casablanca,Ligne Assemblage Cabine,Cadre structure,OF-2024-001222,74,72,2,34.99,11,10,À l'heure,Panne machine,Critique,1604.66,Équipe Charlie,Après-midi,0.8474,69.12,3.35,0.972972972972973,0.02702702702702703,False,2024-12,2024-12-01,123.46384681337524,-1,True,True,False,False,False,False
2024-12-23,Montoir-de-Bretagne,Ligne A320,Porte avion,OF-2024-005604,60,59,1,48.36,7,7,À l'heure,Défaut assemblage,Mineure,541.93,Équipe Delta,Matin,0.9079,71.41,2.76,0.9833333333333333,0.016666666666666666,False,2024-12,2024-12-01,73.20099255583128,0,True,False,False,False,False,False
2024-12-23,Casablanca,Ligne A320,Panneau fuselage,OF-2025-010887,56,51,5,42.93,3,7,En retard,Défaut dimensionnel,Mineure,2112.68,Équipe Charlie,Nuit,0.8981,72.56,2.67,0.9107142857142857,0.08928571428571429,True,2024-12,2024-12-01,71.27882599580713,4,True,False,False,False,False,False
2024-12-23,Casablanca,Ligne A330,Cadre structure,OF-2024-008034,73,67,6,68.43,10,12,En retard,Défaut assemblage,Majeure,3043.31,Équipe Charlie,Matin,0.8757,67.14,2.23,0.9178082191780822,0.0821917808219178,True,2024-12,2024-12-01,58.74616396317404,2,True,False,False,False,False,False
2024-12-23,Casablanca,Ligne A350,Porte avion,OF-2024-009808,74,71,3,78.84,9,10,En retard,Panne machine,Majeure,1449.11,Équipe Bravo,Matin,0.7765,72.14,2.84,0.9594594594594594,0.04054054054054054,True,2024-12,2024-12-01,54.03348554033485,1,True,False,False,False,False,False
2024-12-23,Rochefort,Ligne A330,Panneau fuselage,OF-2024-010032,50,49,1,57.15,11,11,À l'heure,Retouche peinture,Mineure,401.73,Équipe Bravo,Après-midi,0.8924,55.43,1.79,0.98,0.02,False,2024-12,2024-12-01,51.44356955380577,0,True,False,False,False,False,False
2024-12-23,Casablanca,Ligne A320,Sous-ensemble composite,OF-2025-001415,68,64,4,48.13,3,3,À l'heure,Panne machine,Majeure,1980.28,Équipe Delta,Matin,0.8184,81.18,2.92,0.9411764705882353,0.058823529411764705,False,2024-12,2024-12-01,79.78391855391648,0,True,False,False,False,False,False
2024-12-23,Montoir-de-Bretagne,Ligne A330,Plancher cabine,OF-2025-004685,47,45,2,52.27,5,5,À l'heure,Non-conformité matière,Majeure,978.33,Équipe Alpha,Matin,0.9225,68.6,2.08,0.9574468085106383,0.0425531914893617,False,2024-12,2024-12-01,51.65486894968433,0,True,False,False,False,False,False
2024-12-23,Rochefort,Ligne A320,Panneau fuselage,OF-2025-008269,62,58,4,44.74,7,7,À l'heure,Défaut dimensionnel,Mineure,2063.92,Équipe Delta,Après-midi,0.7969,74.79,1.76,0.9354838709677419,0.06451612903225806,False,2024-12,2024-12-01,77.78274474742959,0,True,False,False,False,False,False
2024-12-23,Casablanca,Ligne Assemblage Cabine,Cadre structure,OF-2024-010904,56,56,0,63.39,6,5,À l'heure,Aucune,Aucune,0.0,Équipe Delta,Après-midi,0.9842,65.65,2.19,1.0,0.0,False,2024-12,2024-12-01,53.00520586843351,-1,False,False,False,False,False,False
2024-12-23,Rochefort,Ligne Assemblage Cabine,Panneau fuselage,OF-2025-003359,67,65,2,33.64,5,5,À l'heure,Retouche peinture,Majeure,948.32,Équipe Charlie,Après-midi,0.9117,73.26,2.82,0.9701492537313433,0.029850746268656716,False,2024-12,2024-12-01,115.93341260404281,0,True,False,False,False,False,False
2024-12-23,Casablanca,Ligne Assemblage Cabine,Cadre structure,OF-2024-003880,46,43,3,41.35,2,1,À l'heure,Contrôle qualité bloquant,Critique,1703.02,Équipe Bravo,Après-midi,0.8853,64.65,2.0,0.9347826086956522,0.06521739130434782,False,2024-12,2024-12-01,62.39419588875453,-1,True,True,False,False,False,False
2024-12-23,Casablanca,Ligne A330,Cadre structure,OF-2025-001481,65,63,2,53.58,9,8,À l'heure,Contrôle qualité bloquant,Majeure,865.0,Équipe Delta,Matin,0.9605,61.66,2.58,0.9692307692307692,0.03076923076923077,False,2024-12,2024-12-01,70.54871220604703,-1,True,False,False,False,False,False
2024-12-24,Montoir-de-Bretagne,Ligne A320,Panneau fuselage,OF-2025-004805,61,58,3,61.17,6,8,En retard,Non-conformité matière,Mineure,1274.93,Équipe Delta,Après-midi,0.9087,70.52,2.65,0.9508196721311475,0.04918032786885246,True,2024-12,2024-12-01,56.89063266307013,2,True,False,False,False,False,False
2024-12-24,Rochefort,Ligne Assemblage Cabine,Panneau fuselage,OF-2024-011244,71,69,2,46.33,7,7,À l'heure,Contrôle qualité bloquant,Critique,1469.13,Équipe Delta,Après-midi,0.9407,72.67,2.71,0.971830985915493,0.028169014084507043,False,2024-12,2024-12-01,89.358946686812,0,True,True,False,False,False,False
2024-12-24,Casablanca,Ligne A350,Panneau fuselage,OF-2025-008379,44,38,6,60.37,6,7,En retard,Retouche peinture,Mineure,1818.98,Équipe Alpha,Nuit,0.8486,68.67,2.13,0.8636363636363636,0.13636363636363635,True,2024-12,2024-12-01,37.767102865661755,1,True,False,False,False,False,False
2024-12-24,Rochefort,Ligne A350,Panneau fuselage,OF-2024-008946,69,66,3,76.63,4,3,À l'heure,Défaut assemblage,Majeure,1015.31,Équipe Bravo,Matin,0.8105,79.22,3.05,0.9565217391304348,0.043478260869565216,False,2024-12,2024-12-01,51.676888946887644,-1,True,False,False,False,False,False
2024-12-24,Casablanca,Ligne A330,Sous-ensemble composite,OF-2024-003446,64,60,4,52.74,11,13,En retard,Contrôle qualité bloquant,Critique,2441.36,Équipe Alpha,Après-midi,0.9722,72.18,2.88,0.9375,0.0625,True,2024-12,2024-12-01,68.25938566552901,2,True,True,False,False,False,False
2024-12-24,Casablanca,Ligne A350,Porte avion,OF-2025-004167,59,55,4,72.81,2,2,À l'heure,Défaut assemblage,Critique,2179.7,Équipe Delta,Nuit,0.9307,64.18,3.36,0.9322033898305084,0.06779661016949153,False,2024-12,2024-12-01,45.323444581788216,0,True,True,False,False,False,False
2024-12-24,Casablanca,Ligne A320,Cadre structure,OF-2025-010247,50,48,2,46.35,6,6,À l'heure,Retouche peinture,Mineure,599.44,Équipe Alpha,Matin,0.9522,70.44,2.16,0.96,0.04,False,2024-12,2024-12-01,62.13592233009708,0,True,False,False,False,False,False
2024-12-24,Casablanca,Ligne A330,Sous-ensemble composite,OF-2024-008112,60,56,4,76.64,4,5,En retard,Panne machine,Critique,2237.32,Équipe Delta,Après-midi,0.8271,60.42,2.73,0.9333333333333333,0.06666666666666667,True,2024-12,2024-12-01,43.84133611691023,1,True,True,False,False,False,False
2024-12-25,Casablanca,Ligne A350,Plancher cabine,OF-2024-004756,54,54,0,47.22,10,16,En retard,Aucune,Aucune,0.0,Équipe Alpha,Matin,0.8849,68.74,0.93,1.0,0.0,True,2024-12,2024-12-01,68.61499364675984,6,False,False,False,False,False,False
2024-12-25,Casablanca,Ligne Assemblage Cabine,Cadre structure,OF-2024-004456,75,72,3,42.38,2,7,En retard,Défaut dimensionnel,Critique,1442.79,Équipe Alpha,Après-midi,0.8899,67.43,1.96,0.96,0.04,True,2024-12,2024-12-01,101.93487494100991,5,True,True,False,False,False,False
2024-12-25,Rochefort,Ligne A320,Porte avion,OF-2025-008805,51,48,3,68.43,8,8,À l'heure,Défaut dimensionnel,Majeure,1463.59,Équipe Alpha,Nuit,0.8988,69.41,2.72,0.9411764705882353,0.058823529411764705,False,2024-12,2024-12-01,42.086804033318714,0,True,False,False,False,False,False
2024-12-25,Casablanca,Ligne A330,Plancher cabine,OF-2025-011083,53,50,3,42.41,10,10,À l'heure,Écart documentaire,Mineure,848.34,Équipe Charlie,Après-midi,0.854,63.56,2.31,0.9433962264150944,0.05660377358490566,False,2024-12,2024-12-01,70.73803348266918,0,True,False,False,False,False,False
2024-12-25,Casablanca,Ligne A350,Plancher cabine,OF-2025-008899,74,69,5,53.37,8,7,À l'heure,Non-conformité matière,Majeure,1586.17,Équipe Alpha,Après-midi,0.9424,69.63,3.18,0.9324324324324325,0.06756756756756757,False,2024-12,2024-12-01,77.57166947723441,-1,True,False,False,False,False,False
2024-12-25,Rochefort,Ligne Assemblage Cabine,Porte avion,OF-2024-009844,77,71,6,44.79,4,4,À l'heure,Défaut dimensionnel,Mineure,1867.18,Équipe Charlie,Matin,0.9804,63.76,2.28,0.922077922077922,0.07792207792207792,False,2024-12,2024-12-01,95.11051574012058,0,True,False,False,False,False,False
2024-12-25,Montoir-de-Bretagne,Ligne A350,Cadre structure,OF-2024-008086,70,65,5,65.79,4,4,À l'heure,Panne machine,Critique,2299.6,Équipe Charlie,Nuit,0.8367,77.67,3.58,0.9285714285714286,0.07142857142857142,False,2024-12,2024-12-01,59.279525763793885,0,True,True,False,False,False,False
2024-12-25,Casablanca,Ligne Assemblage Cabine,Panneau fuselage,OF-2025-000891,58,56,2,41.37,5,5,À l'heure,Défaut assemblage,Mineure,702.78,Équipe Charlie,Matin,0.864,67.7,3.22,0.9655172413793104,0.034482758620689655,False,2024-12,2024-12-01,81.21827411167513,0,True,False,False,False,False,False
2024-12-25,Casablanca,Ligne Assemblage Cabine,Sous-ensemble composite,OF-2024-004616,62,55,7,52.91,6,9,En retard,Défaut dimensionnel,Mineure,2014.49,Équipe Alpha,Après-midi,0.9515,69.58,2.16,0.8870967741935484,0.11290322580645161,True,2024-12,2024-12-01,62.37006237006238,3,True,False,False,False,False,False
2024-12-25,Casablanca,Ligne Assemblage Cabine,Sous-ensemble composite,OF-2024-001002,49,45,4,48.91,5,5,À l'heure,Défaut assemblage,Mineure,927.08,Équipe Alpha,Matin,0.9001,66.03,2.56,0.9183673469387755,0.08163265306122448,False,2024-12,2024-12-01,55.203434880392564,0,True,False,False,False,False,False
2024-12-25,Casablanca,Ligne Assemblage Cabine,Sous-ensemble composite,OF-2025-011781,73,72,1,40.77,5,8,En retard,Défaut dimensionnel,Mineure,502.92,Équipe Charlie,Après-midi,0.9392,69.02,3.27,0.9863013698630136,0.0136986301369863,True,2024-12,2024-12-01,105.96026490066224,3,True,False,False,False,False,False
2024-12-25,Rochefort,Ligne Assemblage Cabine,Cadre structure,OF-2024-001044,68,64,4,40.19,6,5,À l'heure,Défaut dimensionnel,Majeure,1481.67,Équipe Bravo,Après-midi,0.8901,66.56,2.36,0.9411764705882353,0.058823529411764705,False,2024-12,2024-12-01,95.54615576013934,-1,True,False,False,False,False,False
2024-12-25,Casablanca,Ligne A330,Porte avion,OF-2024-000094,50,48,2,57.94,8,8,À l'heure,Écart documentaire,Critique,1637.03,Équipe Bravo,Nuit,0.8353,63.23,2.33,0.96,0.04,False,2024-12,2024-12-01,49.70659302726959,0,True,True,False,False,False,False
2024-12-25,Casablanca,Ligne A320,Cadre structure,OF-2025-003815,61,55,6,39.63,2,2,À l'heure,Défaut assemblage,Critique,3171.79,Équipe Alpha,Matin,0.9258,72.94,2.49,0.9016393442622951,0.09836065573770492,False,2024-12,2024-12-01,83.27024981074942,0,True,True,False,False,False,False
2024-12-25,Casablanca,Ligne A320,Plancher cabine,OF-2025-000845,69,69,0,31.65,10,16,En retard,Aucune,Aucune,0.0,Équipe Charlie,Après-midi,0.943,74.14,1.62,1.0,0.0,True,2024-12,2024-12-01,130.80568720379148,6,False,False,False,False,False,False
2024-12-25,Casablanca,Ligne A320,Plancher cabine,OF-2025-003357,46,42,4,43.45,6,5,À l'heure,Non-conformité matière,Majeure,2221.74,Équipe Bravo,Matin,0.9526,53.34,0.8,0.9130434782608695,0.08695652173913043,False,2024-12,2024-12-01,57.99769850402761,-1,True,False,False,False,False,True
2024-12-25,Casablanca,Ligne A350,Sous-ensemble composite,OF-2025-011933,54,45,9,62.78,6,12,En retard,Défaut assemblage,Majeure,3512.04,Équipe Delta,Après-midi,0.8929,65.4,2.53,0.8333333333333334,0.16666666666666666,True,2024-12,2024-12-01,43.007327174259316,6,True,False,False,True,False,False
2024-12-26,Casablanca,Ligne A350,Sous-ensemble composite,OF-2024-005242,66,60,6,57.43,5,4,À l'heure,Non-conformité matière,Mineure,2596.82,Équipe Charlie,Après-midi,0.995,59.3,3.13,0.9090909090909091,0.09090909090909091,False,2024-12,2024-12-01,62.68500783562598,-1,True,False,False,False,False,False
2024-12-26,Casablanca,Ligne A350,Porte avion,OF-2024-004866,44,40,4,80.64,11,11,À l'heure,Non-conformité matière,Critique,2299.92,Équipe Bravo,Nuit,0.8728,67.97,3.85,0.9090909090909091,0.09090909090909091,False,2024-12,2024-12-01,29.76190476190476,0,True,True,False,False,False,False
2024-12-26,Casablanca,Ligne A330,Panneau fuselage,OF-2024-001858,50,49,1,55.62,8,12,En retard,Non-conformité matière,Majeure,755.3,Équipe Bravo,Après-midi,0.9318,71.02,2.29,0.98,0.02,True,2024-12,2024-12-01,52.85868392664509,4,True,False,False,False,False,False
2024-12-26,Rochefort,Ligne A330,Panneau fuselage,OF-2024-006764,73,71,2,44.63,6,10,En retard,Contrôle qualité bloquant,Majeure,1032.37,Équipe Delta,Nuit,0.969,66.56,3.48,0.9726027397260274,0.0273972602739726,True,2024-12,2024-12-01,95.4514900291284,4,True,False,False,False,False,False
2024-12-26,Casablanca,Ligne A350,Cadre structure,OF-2024-010724,77,73,4,59.69,4,9,En retard,Écart documentaire,Mineure,1326.56,Équipe Charlie,Nuit,0.9255,78.5,1.51,0.948051948051948,0.05194805194805195,True,2024-12,2024-12-01,73.37912548165522,5,True,False,False,False,False,False
2024-12-26,Casablanca,Ligne Composite,Sous-ensemble composite,OF-2025-005229,60,54,6,66.61,9,8,À l'heure,Défaut dimensionnel,Critique,3576.28,Équipe Alpha,Matin,0.8793,67.67,1.83,0.9,0.1,False,2024-12,2024-12-01,48.641345143371865,-1,True,True,False,True,False,False
2024-12-26,Casablanca,Ligne Composite,Porte avion,OF-2025-008519,66,61,5,72.96,7,8,En retard,Contrôle qualité bloquant,Critique,2436.05,Équipe Alpha,Matin,0.959,70.84,2.87,0.9242424242424242,0.07575757575757576,True,2024-12,2024-12-01,50.16447368421053,1,True,True,False,False,False,False
2024-12-26,Casablanca,Ligne A320,Panneau fuselage,OF-2025-001705,62,58,4,42.88,8,9,En retard,Contrôle qualité bloquant,Majeure,1474.24,Équipe Charlie,Matin,0.8872,72.64,2.67,0.9354838709677419,0.06451612903225806,True,2024-12,2024-12-01,81.15671641791045,1,True,False,False,False,False,False
2024-12-26,Montoir-de-Bretagne,Ligne A330,Panneau fuselage,OF-2024-008814,50,48,2,48.45,4,9,En retard,Retouche peinture,Mineure,887.97,Équipe Bravo,Après-midi,0.894,57.53,2.15,0.96,0.04,True,2024-12,2024-12-01,59.44272445820433,5,True,False,False,False,False,False
2024-12-26,Casablanca,Ligne Composite,Panneau fuselage,OF-2024-005914,73,71,2,58.11,5,4,À l'heure,Écart documentaire,Mineure,655.4,Équipe Alpha,Après-midi,0.8913,83.02,2.74,0.9726027397260274,0.0273972602739726,False,2024-12,2024-12-01,73.309241094476,-1,True,False,False,False,False,False
2024-12-26,Montoir-de-Bretagne,Ligne A350,Plancher cabine,OF-2025-008337,72,69,3,29.14,9,9,À l'heure,Retouche peinture,Mineure,1198.59,Équipe Bravo,Matin,0.9836,72.34,2.43,0.9583333333333334,0.041666666666666664,False,2024-12,2024-12-01,142.07275223061083,0,True,False,False,False,False,False
2024-12-26,Montoir-de-Bretagne,Ligne Composite,Cadre structure,OF-2025-005791,78,76,2,74.39,10,9,À l'heure,Contrôle qualité bloquant,Majeure,1252.37,Équipe Bravo,Matin,0.9129,70.02,3.02,0.9743589743589743,0.02564102564102564,False,2024-12,2024-12-01,61.29856163462831,-1,True,False,False,False,False,False
2024-12-26,Casablanca,Ligne A320,Panneau fuselage,OF-2025-009543,62,59,3,50.76,2,6,En retard,Retouche peinture,Mineure,944.39,Équipe Charlie,Après-midi,0.8617,66.93,3.05,0.9516129032258065,0.04838709677419355,True,2024-12,2024-12-01,69.73995271867612,4,True,False,False,False,False,False
2024-12-26,Casablanca,Ligne A350,Porte avion,OF-2024-000028,72,64,8,56.13,7,7,À l'heure,Contrôle qualité bloquant,Majeure,2626.03,Équipe Bravo,Après-midi,0.9051,60.83,1.29,0.8888888888888888,0.1111111111111111,False,2024-12,2024-12-01,68.412613575628,0,True,False,False,False,False,False
2024-12-27,Casablanca,Ligne A350,Porte avion,OF-2024-006432,57,49,8,69.64,9,9,À l'heure,Défaut dimensionnel,Majeure,3593.69,Équipe Alpha,Matin,0.938,75.49,2.83,0.8596491228070176,0.14035087719298245,False,2024-12,2024-12-01,42.21711659965537,0,True,False,False,True,False,False
2024-12-27,Rochefort,Ligne A320,Cadre structure,OF-2024-008864,60,58,2,38.14,11,11,À l'heure,Défaut assemblage,Majeure,817.79,Équipe Charlie,Nuit,0.9284,73.45,2.91,0.9666666666666667,0.03333333333333333,False,2024-12,2024-12-01,91.24278972207655,0,True,False,False,False,False,False
2024-12-27,Casablanca,Ligne A320,Plancher cabine,OF-2025-009257,69,68,1,44.23,11,11,À l'heure,Non-conformité matière,Mineure,409.54,Équipe Alpha,Après-midi,0.8943,69.66,3.0,0.9855072463768116,0.014492753623188406,False,2024-12,2024-12-01,92.24508252317432,0,True,False,False,False,False,False
2024-12-27,Casablanca,Ligne A320,Sous-ensemble composite,OF-2024-008832,78,76,2,57.09,3,3,À l'heure,Écart documentaire,Majeure,988.28,Équipe Charlie,Nuit,0.94,70.35,2.84,0.9743589743589743,0.02564102564102564,False,2024-12,2024-12-01,79.87388334209143,0,True,False,False,False,False,False
2024-12-27,Casablanca,Ligne A320,Porte avion,OF-2024-010828,40,40,0,55.3,3,3,À l'heure,Aucune,Aucune,0.0,Équipe Alpha,Après-midi,0.9007,60.1,2.43,1.0,0.0,False,2024-12,2024-12-01,43.3996383363472,0,False,False,False,False,False,False
2024-12-27,Rochefort,Ligne A320,Plancher cabine,OF-2025-007745,61,60,1,35.83,4,4,À l'heure,Défaut assemblage,Majeure,760.47,Équipe Charlie,Après-midi,0.9153,68.61,2.67,0.9836065573770492,0.01639344262295082,False,2024-12,2024-12-01,100.47446274072007,0,True,False,False,False,False,False
2024-12-27,Casablanca,Ligne A350,Plancher cabine,OF-2025-004719,60,57,3,64.26,4,10,En retard,Écart documentaire,Mineure,1312.7,Équipe Charlie,Matin,0.9649,66.14,2.01,0.95,0.05,True,2024-12,2024-12-01,53.22128851540615,6,True,False,False,False,False,False
2024-12-27,Casablanca,Ligne A330,Porte avion,OF-2024-002304,74,68,6,73.91,2,7,En retard,Panne machine,Majeure,2593.12,Équipe Charlie,Matin,0.7006,73.9,3.38,0.918918918918919,0.08108108108108109,True,2024-12,2024-12-01,55.20227303477202,5,True,False,False,False,False,False
2024-12-27,Rochefort,Ligne Assemblage Cabine,Porte avion,OF-2024-000638,59,55,4,46.29,3,3,À l'heure,Contrôle qualité bloquant,Critique,2393.69,Équipe Bravo,Après-midi,0.995,72.11,2.13,0.9322033898305084,0.06779661016949153,False,2024-12,2024-12-01,71.28969539857421,0,True,True,False,False,False,False
2024-12-27,Montoir-de-Bretagne,Ligne Composite,Panneau fuselage,OF-2024-004946,70,57,13,67.43,2,6,En retard,Défaut assemblage,Majeure,4402.0,Équipe Alpha,Après-midi,0.9244,66.35,2.96,0.8142857142857143,0.18571428571428572,True,2024-12,2024-12-01,50.71926442236393,4,True,False,False,True,False,False
2024-12-27,Casablanca,Ligne Assemblage Cabine,Porte avion,OF-2025-003365,51,48,3,52.31,6,6,À l'heure,Défaut assemblage,Majeure,1012.4,Équipe Charlie,Nuit,0.936,68.8,2.47,0.9411764705882353,0.058823529411764705,False,2024-12,2024-12-01,55.056394570827756,0,True,False,False,False,False,False
2024-12-27,Montoir-de-Bretagne,Ligne Composite,Panneau fuselage,OF-2025-002527,62,58,4,59.22,11,17,En retard,Défaut dimensionnel,Majeure,1481.87,Équipe Delta,Après-midi,0.878,72.73,2.79,0.9354838709677419,0.06451612903225806,True,2024-12,2024-12-01,58.76393110435664,6,True,False,False,False,False,False
2024-12-27,Casablanca,Ligne A320,Panneau fuselage,OF-2025-001187,59,53,6,59.42,7,7,À l'heure,Retouche peinture,Mineure,1848.93,Équipe Delta,Nuit,0.9764,73.54,2.05,0.8983050847457628,0.1016949152542373,False,2024-12,2024-12-01,53.51733423089868,0,True,False,False,False,False,False
2024-12-27,Casablanca,Ligne A330,Cadre structure,OF-2024-004162,51,46,5,36.15,8,8,À l'heure,Défaut assemblage,Mineure,1951.99,Équipe Alpha,Matin,0.8622,57.38,2.19,0.9019607843137255,0.09803921568627451,False,2024-12,2024-12-01,76.34854771784234,0,True,False,False,False,False,False
2024-12-28,Casablanca,Ligne Assemblage Cabine,Panneau fuselage,OF-2025-008425,61,54,7,48.14,10,10,À l'heure,Retouche peinture,Mineure,1741.25,Équipe Charlie,Après-midi,0.9747,63.4,3.0,0.8852459016393442,0.11475409836065574,False,2024-12,2024-12-01,67.30369754881595,0,True,False,False,False,False,False
2024-12-28,Rochefort,Ligne A330,Cadre structure,OF-2024-011228,60,59,1,50.97,8,11,En retard,Contrôle qualité bloquant,Majeure,864.76,Équipe Alpha,Matin,0.8935,70.86,1.48,0.9833333333333333,0.016666666666666666,True,2024-12,2024-12-01,69.4526191877575,3,True,False,False,False,False,False
2024-12-28,Casablanca,Ligne A350,Porte avion,OF-2025-005197,77,70,7,54.87,7,13,En retard,Panne machine,Majeure,2714.55,Équipe Alpha,Après-midi,0.799,72.19,3.01,0.9090909090909091,0.09090909090909091,True,2024-12,2024-12-01,76.54455986878075,6,True,False,False,False,False,False
2024-12-28,Casablanca,Ligne A320,Porte avion,OF-2025-004147,74,73,1,67.29,6,6,À l'heure,Défaut assemblage,Mineure,402.09,Équipe Delta,Matin,0.9548,71.66,2.26,0.9864864864864865,0.013513513513513514,False,2024-12,2024-12-01,65.09139545251894,0,True,False,False,False,False,False
2024-12-28,Casablanca,Ligne Assemblage Cabine,Cadre structure,OF-2025-005957,51,48,3,40.82,11,11,À l'heure,Retouche peinture,Mineure,1166.41,Équipe Charlie,Nuit,0.9387,65.91,2.4,0.9411764705882353,0.058823529411764705,False,2024-12,2024-12-01,70.55365017148456,0,True,False,False,False,False,False
2024-12-28,Rochefort,Ligne A330,Porte avion,OF-2025-010883,59,56,3,64.77,4,9,En retard,Défaut dimensionnel,Mineure,1107.68,Équipe Bravo,Matin,0.9476,64.25,2.39,0.9491525423728814,0.05084745762711865,True,2024-12,2024-12-01,51.875868457619276,5,True,False,False,False,False,False
2024-12-28,Montoir-de-Bretagne,Ligne A320,Panneau fuselage,OF-2024-004346,60,58,2,49.16,10,15,En retard,Non-conformité matière,Majeure,1256.97,Équipe Charlie,Matin,0.995,64.11,2.26,0.9666666666666667,0.03333333333333333,True,2024-12,2024-12-01,70.78925956061839,5,True,False,False,False,False,False
2024-12-28,Rochefort,Ligne A350,Panneau fuselage,OF-2025-009009,45,45,0,51.03,5,5,À l'heure,Aucune,Aucune,0.0,Équipe Alpha,Matin,0.9125,76.24,3.22,1.0,0.0,False,2024-12,2024-12-01,52.910052910052904,0,False,False,False,False,False,False
2024-12-28,Montoir-de-Bretagne,Ligne A350,Panneau fuselage,OF-2024-001018,55,54,1,68.98,5,6,En retard,Non-conformité matière,Mineure,416.87,Équipe Bravo,Matin,0.8798,52.88,1.66,0.9818181818181818,0.01818181818181818,True,2024-12,2024-12-01,46.970136271383005,1,True,False,False,False,False,False
2024-12-28,Montoir-de-Bretagne,Ligne A320,Panneau fuselage,OF-2024-009264,47,46,1,31.11,8,8,À l'heure,Panne machine,Majeure,770.81,Équipe Delta,Matin,0.8458,70.89,3.29,0.9787234042553191,0.02127659574468085,False,2024-12,2024-12-01,88.71745419479268,0,True,False,False,False,False,False
2024-12-28,Casablanca,Ligne A330,Plancher cabine,OF-2024-005514,71,67,4,18.0,6,11,En retard,Non-conformité matière,Majeure,1445.29,Équipe Delta,Matin,0.8437,74.25,2.61,0.9436619718309859,0.056338028169014086,True,2024-12,2024-12-01,223.33333333333334,5,True,False,True,False,False,False
